date,cores,site,vo
1543194006.4289913,352,UKI-LT2-IC-HEP25,RAL-LCG2
1569183284.9631977,5792,RAL-LCG211,gaia-prod
1607060301.1697955,6272,UKI-SOUTHGRID-CAM-HEP,lz
1592164253.2802458,2880,UKI-SCOTGRID-GLASGOW4,UKI-LT2-Brunel
1536221800.9388866,19680,UKI-SOUTHGRID-CAM-HEP,UKI-SOUTHGRID-CAM-HEP
1578808771.058172,22720,UKI-SCOTGRID-ECDF2,gaia-test
1606591624.2299802,14016,ral-cloud244,gaia-prod
1557289274.7215314,19488,UKI-SCOTGRID-GLASGOW4,jintrac
1585651562.4360464,15168,UKI-NORTHGRID-LIV-HEP3,Allocation
1578002510.9725115,14464,UKI-SOUTHGRID-CAM-HEP,lz
1547921886.0585198,4800,UKI-NORTHGRID-LANCS-HEP7,UKI-SOUTHGRID-OX-HEP
1603797694.8313854,15328,UKI-SCOTGRID-ECDF2,lz
1616814177.023884,4736,UKI-NORTHGRID-LANCS-HEP7,UKI-SOUTHGRID-CAM-HEP
1610507248.2078784,14112,UKI-LT2-IC-HEP25,casu
1544424055.5977564,5568,UKI-SCOTGRID-ECDF2,UKI-SOUTHGRID-BHAM-HEP
1580895695.5824418,5792,UKI-SOUTHGRID-BRIS-HEP1,lz
1571567345.9044964,7040,UKI-LT2-IC-HEP25,Capacity
1603438469.363407,6304,UKI-NORTHGRID-MAN-HEP14,vo.cta.in2p3.fr
1604802910.3191016,16704,UKI-SOUTHGRID-BHAM-HEP,vcycle
1564145316.7368839,22528,UKI-SOUTHGRID-BHAM-HEP,AENEAS
1582667626.7722163,1376,UKI-LT2-QMUL4,gaia-prod
1530373033.9737935,5952,UKI-SOUTHGRID-RALPP5,virgo
1576009411.938233,1344,UKI-NORTHGRID-MAN-HEP14,gaia-dev
1540942727.3811684,23104,UKI-LT2-IC-HEP25,ral-cloud
1536278015.235562,4480,UKI-LT2-QMUL4,UKI-NORTHGRID-LIV-HEP
1548550279.76003,2656,UKI-SOUTHGRID-BRIS-HEP1,lsst
1603556810.9273422,6880,UKI-SCOTGRID-GLASGOW4,gaia-prod
1618909126.430792,18784,UKI-SOUTHGRID-BRIS-HEP1,UKI-NORTHGRID-LANCS-HEP
1530679853.9074259,11232,UKI-LT2-RH,AENEAS
1532438351.1302135,17600,UKI-SCOTGRID-ECDF2,lz
1560962316.9792652,21408,ral-cloud244,dirac
1554257892.0049531,23040,UKI-SOUTHGRID-BHAM-HEP,ral-cloud
1609830247.051986,4192,ral-cloud244,vo.cta.in2p3.fr
1568022923.3981268,0,UKI-SOUTHGRID-RALPP5,UKI-LT2-RHUL
1611415025.5997517,4128,UKI-SCOTGRID-ECDF2,UKI-LT2-RHUL
1564622356.3972168,3712,UKI-SCOTGRID-ECDF2,jintrac
1577709783.6095552,5408,UKI-NORTHGRID-LIV-HEP3,vo.cta.in2p3.fr
1574630593.608117,10464,UKI-NORTHGRID-LANCS-HEP7,lz
1579901190.9513133,12192,UKI-NORTHGRID-MAN-HEP14,UKI-SOUTHGRID-OX-HEP
1538772882.3979356,7424,UKI-SOUTHGRID-CAM-HEP,UKI-SOUTHGRID-OX-HEP
1617478814.0701509,3872,UKI-NORTHGRID-LANCS-HEP7,gaia-dev
1561387974.0156336,19264,UKI-NORTHGRID-SHEF-HEP7,eMERLIN
1607900158.979054,24992,UKI-NORTHGRID-SHEF-HEP7,UKI-SOUTHGRID-BHAM-HEP
1530317482.2100244,9536,UKI-LT2-IC-HEP25,eMERLIN
1619767831.8389392,17632,UKI-LT2-IC-HEP25,skatelescope.eu
1580536399.5792212,2624,UKI-SOUTHGRID-BHAM-HEP,CCFE
1612997210.3887444,608,UKI-SCOTGRID-GLASGOW4,lsst
1536433872.7761173,21952,UK-CAM-CUMULUS47,iris.ac.uk
1604349579.6562564,13024,UKI-NORTHGRID-SHEF-HEP7,gaia-prod
1559296602.8296695,23968,UKI-SOUTHGRID-CAM-HEP,dune
1600008057.807949,7872,UKI-NORTHGRID-LANCS-HEP7,lz
1593008368.7628398,19904,UKI-SOUTHGRID-OX-HEP2,UKI-SCOTGRID-GLASGOW
1536946270.4892268,13664,UKI-NORTHGRID-LANCS-HEP7,skatelescope.eu
1584014634.7226305,8288,UKI-LT2-RH,UKI-SOUTHGRID-BHAM-HEP
1571760000.510908,5440,UKI-SOUTHGRID-BHAM-HEP,UKI-LT2-IC-HEP
1608002362.5883934,20192,ral-cloud244,casu
1535420106.2832415,10336,UKI-SOUTHGRID-BRIS-HEP1,RAL-LCG2
1572891868.906893,21728,UKI-SCOTGRID-GLASGOW4,UKI-SOUTHGRID-OX-HEP
1576989635.861807,22752,UKI-LT2-IC-HEP25,UKI-SOUTHGRID-BHAM-HEP
1591310563.7682865,7968,ral-cloud244,UKI-LT2-Brunel
1590142700.24793,9728,RAL-LCG211,UKI-SOUTHGRID-CAM-HEP
1542645371.0395558,1312,UKI-NORTHGRID-LIV-HEP3,CLF
1588934977.1551685,20576,UKI-LT2-IC-HEP25,UKI-NORTHGRID-LANCS-HEP
1562524363.8352358,10304,UKI-NORTHGRID-MAN-HEP14,UKI-LT2-IC-HEP
1602547925.094492,19296,UKI-SOUTHGRID-OX-HEP2,UKI-SCOTGRID-GLASGOW
1588608470.346772,608,UKI-SCOTGRID-ECDF2,casu
1576310466.552305,17888,UKI-LT2-RH,UKI-SOUTHGRID-CAM-HEP
1581385926.300568,1536,UKI-LT2-QMUL4,vo.cta.in2p3.fr
1619416413.992214,25728,UKI-NORTHGRID-LIV-HEP3,iris.ac.uk
1569309359.094141,8640,RAL-LCG211,UKI-LT2-Brunel
1539319309.949181,18240,UKI-NORTHGRID-SHEF-HEP7,UKI-SOUTHGRID-RALPP
1622228707.933735,22240,RAL-LCG211,UKI-LT2-Brunel
1620166761.1052995,1664,UKI-SOUTHGRID-BRIS-HEP1,ral-cloud
1530393193.1560647,13440,UKI-SOUTHGRID-BHAM-HEP,lsst
1618868982.5916312,17888,UKI-LT2-IC-HEP25,skatelescope.eu
1590991535.3206959,24416,UKI-SOUTHGRID-BRIS-HEP1,gaia
1533179732.2220016,16352,UKI-SOUTHGRID-BHAM-HEP,virgo
1623321983.4272206,12320,UKI-NORTHGRID-SHEF-HEP7,UKI-LT2-QMUL
1558188653.5555477,5632,UKI-LT2-QMUL4,UKI-LT2-IC-HEP
1586839627.7969668,21632,UKI-SOUTHGRID-CAM-HEP,UKI-NORTHGRID-LANCS-HEP
1527674902.2561824,19456,UKI-LT2-IC-HEP25,skatelescope.eu
1604179069.6640613,15840,UKI-SOUTHGRID-RALPP5,AENEAS
1540550371.5456467,19424,UKI-SCOTGRID-GLASGOW4,gaia-prod
1591445552.217558,22560,UKI-SOUTHGRID-CAM-HEP,vcycle
1567021390.7917852,2400,UKI-NORTHGRID-LIV-HEP3,dirac
1605418536.6315296,32,UKI-SOUTHGRID-BHAM-HEP,RAL-LCG2
1539279672.6076453,2400,UKI-LT2-Brunel9,casu
1609131495.7321844,24736,UKI-LT2-Brunel9,Diamond
1617477428.5257158,7328,UKI-SOUTHGRID-OX-HEP2,UKI-LT2-Brunel
1619065385.5965059,4544,UKI-SOUTHGRID-CAM-HEP,ISIS
1602220976.6299772,6080,UKI-SCOTGRID-ECDF2,vo.cta.in2p3.fr
1536411062.118761,7008,UKI-SOUTHGRID-CAM-HEP,UKI-NORTHGRID-SHEF-HEP
1541184713.8773854,20896,UKI-NORTHGRID-SHEF-HEP7,UKI-NORTHGRID-LANCS-HEP
1597443954.2279823,3488,UKI-LT2-IC-HEP25,vcycle
1572530845.8015559,23392,UKI-SOUTHGRID-BRIS-HEP1,LSST
1553196226.6987665,4096,UKI-LT2-Brunel9,LSST
1565377714.3185463,27904,UKI-SCOTGRID-GLASGOW4,gaia-dev
1602760525.2043798,4224,UKI-SOUTHGRID-BRIS-HEP1,virgo
1530575716.67672,14848,UKI-SCOTGRID-ECDF2,skatelescope.eu
1590735508.4236915,27872,UKI-NORTHGRID-LANCS-HEP7,UKI-SOUTHGRID-RALPP
1527850570.548577,22432,UKI-LT2-IC-HEP25,gaia-prod
1614790417.1860569,24800,ral-cloud244,ISIS
1580705560.0341706,2688,UK-CAM-CUMULUS47,UKI-LT2-RHUL
1573255097.9904208,16224,UKI-SOUTHGRID-BHAM-HEP,Allocation
1555528469.052193,6400,UKI-LT2-QMUL4,ISIS
1537873625.9529586,12416,UKI-LT2-IC-HEP25,LSST
1591087060.079308,7072,UKI-SCOTGRID-GLASGOW4,UKI-LT2-Brunel
1534850434.321215,18848,UKI-LT2-RH,ISIS
1589574842.6934657,17504,UKI-LT2-QMUL4,vcycle
1607071651.5391407,28992,UKI-LT2-RH,UKI-LT2-Brunel
1591991629.0639021,12768,UKI-SOUTHGRID-BHAM-HEP,dune
1608387070.3127701,5952,UKI-SCOTGRID-ECDF2,UKI-SOUTHGRID-CAM-HEP
1559462110.876729,1536,UKI-LT2-RH,lz
1580573028.9499538,17024,UKI-SOUTHGRID-BRIS-HEP1,UKI-NORTHGRID-MAN-HEP
1598576459.4990902,16864,UKI-NORTHGRID-LIV-HEP3,UKI-SOUTHGRID-CAM-HEP
1584171746.6144814,21056,RAL-LCG211,jintrac
1537673457.51724,27392,UKI-SOUTHGRID-CAM-HEP,UKI-NORTHGRID-LANCS-HEP
1591244366.085942,22336,RAL-LCG211,UKI-LT2-Brunel
1552418429.6681194,10624,ral-cloud244,vcycle
1605165246.6507175,15552,UKI-SOUTHGRID-CAM-HEP,lz
1573153034.1863906,18336,UKI-SOUTHGRID-OX-HEP2,UKI-SCOTGRID-GLASGOW
1534969251.0648553,13248,RAL-LCG211,UKI-NORTHGRID-LANCS-HEP
1577260175.2748125,8992,ral-cloud244,ral-cloud
1568356465.4747374,4288,UKI-SOUTHGRID-BHAM-HEP,dune
1546037593.6350803,7200,UKI-NORTHGRID-MAN-HEP14,RAL-LCG2
1614962099.5127306,26176,UKI-LT2-Brunel9,vo.cta.in2p3.fr
1552986940.6053953,3936,UKI-SOUTHGRID-RALPP5,Diamond
1553375360.0626693,5664,UKI-LT2-IC-HEP25,ISIS
1622409274.9333048,21888,UKI-LT2-IC-HEP25,Capacity
1623156507.9698513,18944,UKI-NORTHGRID-LIV-HEP3,ral-cloud
1532907593.4407268,15776,UK-CAM-CUMULUS47,AENEAS
1614276558.1233914,28928,UKI-SOUTHGRID-BHAM-HEP,CLF
1586601657.5146253,19968,UKI-NORTHGRID-LIV-HEP3,ral-cloud
1585463277.400843,11968,UKI-NORTHGRID-SHEF-HEP7,LSST
1618700383.282575,18688,UKI-LT2-RH,LSST
1578950941.330165,6400,UKI-LT2-IC-HEP25,dune
1585821942.8547366,22112,UKI-LT2-Brunel9,UKI-SOUTHGRID-OX-HEP
1530090505.7152689,20896,UKI-SOUTHGRID-BHAM-HEP,UKI-LT2-QMUL
1559347652.5399754,24896,UKI-SCOTGRID-GLASGOW4,iris.ac.uk
1608448425.1344035,19840,UKI-SOUTHGRID-BHAM-HEP,EUCLID
1586019398.030754,15168,UKI-SOUTHGRID-BRIS-HEP1,ISIS
1542076091.9240565,10208,UKI-SOUTHGRID-CAM-HEP,EUCLID
1623218005.0574107,13184,UKI-SOUTHGRID-CAM-HEP,UKI-LT2-QMUL
1602366634.6007252,9600,UKI-SOUTHGRID-BRIS-HEP1,UKI-SOUTHGRID-CAM-HEP
1551530014.3463247,9184,UKI-SCOTGRID-GLASGOW4,gaia-test
1533549412.0533895,4800,UK-CAM-CUMULUS47,UKI-SOUTHGRID-CAM-HEP
1548384400.325314,3904,UKI-SCOTGRID-GLASGOW4,UKI-SOUTHGRID-RALPP
1566588753.1547174,13120,UKI-SCOTGRID-ECDF2,ISIS
1614869080.946284,10624,UKI-SOUTHGRID-BHAM-HEP,gaia-prod
1554221966.7636895,10368,UKI-NORTHGRID-LANCS-HEP7,UKI-SCOTGRID-GLASGOW
1600458762.8602915,14496,UKI-SOUTHGRID-BRIS-HEP1,UKI-NORTHGRID-LANCS-HEP
1563901873.5146127,28864,UKI-SCOTGRID-GLASGOW4,UKI-LT2-Brunel
1587482257.5967257,16992,UKI-LT2-RH,CCFE
1576319529.17296,28736,UK-CAM-CUMULUS47,gaia-test
1582632714.1723506,13440,UKI-SCOTGRID-GLASGOW4,dune
1536098262.4540353,9312,UKI-SOUTHGRID-CAM-HEP,CCFE
1567574657.0350316,23296,UKI-SCOTGRID-GLASGOW4,casu
1563835371.4695864,25728,UKI-SOUTHGRID-BRIS-HEP1,Allocation
1557854167.5302038,13952,UKI-LT2-QMUL4,lz
1588902310.064265,19104,UKI-SOUTHGRID-BHAM-HEP,UKI-LT2-RHUL
1562723933.0819786,11136,UKI-SOUTHGRID-BHAM-HEP,CLF
1572120426.5281172,27904,UK-CAM-CUMULUS47,casu
1581461647.2398806,1536,UKI-LT2-QMUL4,casu
1588698600.7008085,6272,UKI-SOUTHGRID-OX-HEP2,ISIS
1587407703.5681868,18112,UKI-LT2-IC-HEP25,LSST
1528623904.793542,3712,UKI-SCOTGRID-GLASGOW4,EUCLID
1610287005.6799433,15200,UK-CAM-CUMULUS47,lsst
1584126452.788155,30752,UKI-SCOTGRID-ECDF2,CCFE
1607394482.3984108,15616,UKI-NORTHGRID-LIV-HEP3,lz
1599501779.0438018,4896,UKI-SOUTHGRID-CAM-HEP,UKI-NORTHGRID-SHEF-HEP
1590212073.216671,16960,UK-CAM-CUMULUS47,skatelescope.eu
1571001493.1668868,9440,UKI-NORTHGRID-MAN-HEP14,eMERLIN
1545811338.1090724,24896,UKI-NORTHGRID-LIV-HEP3,UKI-SOUTHGRID-BHAM-HEP
1557071514.692572,24096,UKI-SCOTGRID-GLASGOW4,virgo
1537124330.2641616,20480,UK-CAM-CUMULUS47,UKI-LT2-QMUL
1623273680.0391748,21504,UKI-SCOTGRID-GLASGOW4,vcycle
1540850323.5469875,23456,UKI-LT2-QMUL4,UKI-SOUTHGRID-BRIS-HEP
1605012947.8604999,30144,UKI-SOUTHGRID-BRIS-HEP1,Capacity
1584762334.8986347,30464,UKI-NORTHGRID-LANCS-HEP7,UKI-SOUTHGRID-CAM-HEP
1575124112.301371,13408,UKI-LT2-Brunel9,RAL-LCG2
1555415615.5480964,21376,UKI-NORTHGRID-SHEF-HEP7,UKI-LT2-RHUL
1531495522.893783,19904,UKI-SOUTHGRID-CAM-HEP,UKI-SOUTHGRID-OX-HEP
1558718431.008985,23584,UKI-SCOTGRID-GLASGOW4,UKI-LT2-RHUL
1612228808.898965,30560,UKI-SOUTHGRID-BHAM-HEP,UKI-SOUTHGRID-CAM-HEP
1569657592.0591567,27808,UKI-LT2-QMUL4,ral-cloud
1569051308.6026757,1184,UKI-LT2-Brunel9,UKI-SOUTHGRID-BRIS-HEP
1612434374.848044,21376,UKI-SCOTGRID-ECDF2,dune
1564644894.4727738,11488,UKI-NORTHGRID-MAN-HEP14,virgo
1564065466.8577423,20672,ral-cloud244,CLF
1596625040.3087835,2368,UKI-LT2-RH,UKI-NORTHGRID-LANCS-HEP
1546789840.9735413,18400,UKI-SOUTHGRID-BHAM-HEP,skatelescope.eu
1621371141.5854063,20320,UKI-LT2-RH,lsst
1616354813.9615824,19232,UKI-LT2-Brunel9,UKI-SOUTHGRID-RALPP
1615221901.9754932,10496,UKI-SOUTHGRID-CAM-HEP,Allocation
1570147772.7375069,33536,UKI-LT2-Brunel9,UKI-LT2-QMUL
1588240869.7812574,4992,UKI-SOUTHGRID-RALPP5,EUCLID
1581327080.6048894,16288,UKI-NORTHGRID-MAN-HEP14,UKI-NORTHGRID-SHEF-HEP
1568831212.4924817,4608,UKI-SOUTHGRID-CAM-HEP,gaia-prod
1613257814.8049603,8928,UKI-SCOTGRID-ECDF2,gaia-dev
1551802104.7092052,768,UKI-NORTHGRID-LIV-HEP3,Capacity
1538264621.3199093,3744,ral-cloud244,EUCLID
1608208240.9813576,14656,UKI-LT2-IC-HEP25,UKI-LT2-Brunel
1546176612.3205056,24800,UKI-LT2-RH,ral-cloud
1609348272.3954191,2976,UKI-NORTHGRID-MAN-HEP14,iris.ac.uk
1531485677.5970926,11360,ral-cloud244,gaia-dev
1545137318.6250238,5184,UKI-NORTHGRID-SHEF-HEP7,CCFE
1588586054.6157136,25632,UKI-SCOTGRID-ECDF2,ISIS
1603973778.3932204,21888,UKI-SOUTHGRID-RALPP5,gaia
1603306341.8631182,33568,UKI-LT2-QMUL4,UKI-NORTHGRID-LANCS-HEP
1606554849.4972725,5184,UKI-SOUTHGRID-RALPP5,jintrac
1577398064.8895016,20448,RAL-LCG211,AENEAS
1597459826.0827827,12480,UKI-NORTHGRID-LANCS-HEP7,UKI-NORTHGRID-LIV-HEP
1583876102.8295689,36096,UKI-NORTHGRID-LANCS-HEP7,gaia-prod
1532931582.411673,16416,UKI-LT2-Brunel9,RAL-LCG2
1618189348.922963,26016,UKI-SOUTHGRID-CAM-HEP,virgo
1586549160.3141189,28000,UKI-SOUTHGRID-CAM-HEP,gaia
1590069158.4598603,3744,UKI-SOUTHGRID-BHAM-HEP,Capacity
1595046256.5991912,21504,UKI-SCOTGRID-GLASGOW4,UKI-LT2-RHUL
1546197469.4627025,18240,UKI-SOUTHGRID-CAM-HEP,skatelescope.eu
1592323250.3485277,30592,UKI-SOUTHGRID-CAM-HEP,CLF
1553647907.7941747,10848,UKI-SOUTHGRID-BHAM-HEP,LSST
1571421648.4789836,15872,UKI-SCOTGRID-ECDF2,UKI-LT2-IC-HEP
1564325716.3159344,5600,UKI-SOUTHGRID-CAM-HEP,ISIS
1551844643.148686,22880,UKI-SOUTHGRID-BHAM-HEP,Capacity
1576253942.2137144,30304,UK-CAM-CUMULUS47,UKI-LT2-IC-HEP
1557622038.3780282,31296,UK-CAM-CUMULUS47,UKI-SCOTGRID-GLASGOW
1561450483.4168646,31232,UKI-LT2-RH,EUCLID
1614080444.3797877,3904,UKI-NORTHGRID-MAN-HEP14,dirac
1557794429.7605567,11072,UKI-LT2-Brunel9,gaia
1532462511.3193524,29792,UKI-LT2-Brunel9,dirac
1597346040.294054,32960,UK-CAM-CUMULUS47,LSST
1617945426.7035174,13376,UKI-SOUTHGRID-BHAM-HEP,skatelescope.eu
1619591898.6496036,7680,RAL-LCG211,UKI-SCOTGRID-ECDF
1596921306.8791227,33408,UKI-LT2-RH,gaia-dev
1623306888.8987644,26720,UKI-NORTHGRID-SHEF-HEP7,Capacity
1535086726.5907583,32096,UKI-NORTHGRID-SHEF-HEP7,ral-cloud
1531905168.9087873,25920,UKI-SOUTHGRID-OX-HEP2,UKI-SOUTHGRID-BRIS-HEP
1575193428.99198,7328,UKI-SCOTGRID-ECDF2,gaia-prod
1553691955.8871894,18656,UKI-LT2-IC-HEP25,UKI-SOUTHGRID-BHAM-HEP
1593451322.6526494,2496,UKI-LT2-IC-HEP25,UKI-LT2-QMUL
1574920388.0602033,31008,UKI-SOUTHGRID-OX-HEP2,UKI-LT2-RHUL
1539095977.4924781,37312,UK-CAM-CUMULUS47,CLF
1554505462.363792,32768,UKI-LT2-RH,CCFE
1591274829.3037267,38240,UKI-NORTHGRID-MAN-HEP14,gaia
1607129755.1505308,5472,RAL-LCG211,RAL-LCG2
1604699191.0707808,608,RAL-LCG211,UKI-LT2-IC-HEP
1613093649.2494426,30176,UKI-LT2-IC-HEP25,lsst
1618698830.031322,17504,RAL-LCG211,gaia
1580154131.3764727,28224,UKI-LT2-QMUL4,CCFE
1587727460.6264913,3200,UKI-LT2-QMUL4,UKI-NORTHGRID-LIV-HEP
1565668692.0463455,15712,UKI-SCOTGRID-GLASGOW4,CLF
1566842365.2472436,27968,UK-CAM-CUMULUS47,UKI-SOUTHGRID-CAM-HEP
1623089766.5864894,26656,RAL-LCG211,CCFE
1544739927.3362784,36544,UK-CAM-CUMULUS47,UKI-NORTHGRID-LIV-HEP
1589148732.7478318,32704,UKI-SCOTGRID-GLASGOW4,Capacity
1581309976.7516935,20480,UKI-SOUTHGRID-RALPP5,UKI-LT2-IC-HEP
1549855351.2929413,26432,UKI-SOUTHGRID-RALPP5,gaia-dev
1607735720.2296135,24864,UKI-NORTHGRID-LIV-HEP3,Capacity
1558198968.8260472,22912,ral-cloud244,skatelescope.eu
1552647961.2758837,18368,UK-CAM-CUMULUS47,ral-cloud
1605257753.4059522,20000,UKI-SOUTHGRID-OX-HEP2,lz
1534032315.9429054,24448,UKI-SOUTHGRID-BHAM-HEP,lsst
1592752156.4739265,24608,UKI-NORTHGRID-LANCS-HEP7,ral-cloud
1535655592.4667463,13440,UKI-LT2-QMUL4,UKI-LT2-RHUL
1529047466.618808,32064,UKI-NORTHGRID-SHEF-HEP7,skatelescope.eu
1595537072.2270312,8160,RAL-LCG211,UKI-SOUTHGRID-BRIS-HEP
1618646965.592782,9184,UKI-SOUTHGRID-OX-HEP2,UKI-NORTHGRID-LANCS-HEP
1555469989.9027612,28192,UKI-LT2-RH,UKI-SOUTHGRID-BHAM-HEP
1546034829.1226573,13952,UKI-SOUTHGRID-RALPP5,UKI-LT2-Brunel
1541416021.7722812,22720,UKI-NORTHGRID-SHEF-HEP7,UKI-LT2-IC-HEP
1565352024.4568682,16960,UKI-LT2-IC-HEP25,UKI-SCOTGRID-ECDF
1558502524.3996189,33472,UKI-SCOTGRID-ECDF2,UKI-LT2-IC-HEP
1608655287.380108,22272,UKI-LT2-QMUL4,UKI-SCOTGRID-GLASGOW
1550349980.135421,36256,UKI-SOUTHGRID-BHAM-HEP,gaia
1603908043.8017895,12768,ral-cloud244,gaia-prod
1562360158.5999196,24288,UKI-SOUTHGRID-BHAM-HEP,UKI-SOUTHGRID-BHAM-HEP
1553737687.1677198,11360,UKI-SOUTHGRID-RALPP5,Diamond
1569857483.578007,37728,UKI-SOUTHGRID-RALPP5,dune
1619412364.434253,26464,UKI-NORTHGRID-LANCS-HEP7,UKI-SCOTGRID-GLASGOW
1572019697.4850254,11872,UKI-SCOTGRID-ECDF2,CCFE
1535707707.884893,3072,UK-CAM-CUMULUS47,dune
1544838629.8902478,21152,UKI-LT2-Brunel9,UKI-LT2-QMUL
1586893231.9518652,384,UKI-NORTHGRID-SHEF-HEP7,Diamond
1616592701.6748016,21216,UKI-NORTHGRID-LANCS-HEP7,eMERLIN
1579753171.8637552,256,UKI-SCOTGRID-GLASGOW4,ISIS
1593578256.073913,1312,UKI-LT2-RH,vcycle
1595121138.0016248,14592,ral-cloud244,UKI-SCOTGRID-ECDF
1619620447.009887,37504,UK-CAM-CUMULUS47,UKI-LT2-QMUL
1537338951.2427394,29024,UKI-SOUTHGRID-RALPP5,CLF
1606594423.3934238,8896,ral-cloud244,eMERLIN
1564213639.8149962,28096,UKI-LT2-IC-HEP25,CCFE
1579283537.5880737,29568,UKI-NORTHGRID-MAN-HEP14,dirac
1616077420.5282385,30240,UKI-LT2-Brunel9,ral-cloud
1592031856.6993895,3776,ral-cloud244,UKI-LT2-IC-HEP
1561274239.5764637,15456,UKI-LT2-Brunel9,gaia-prod
1615843915.4672196,28064,UKI-LT2-RH,Allocation
1602127764.8956046,40256,UKI-SOUTHGRID-RALPP5,UKI-SOUTHGRID-BHAM-HEP
1552795694.0860882,18816,UKI-LT2-Brunel9,CLF
1578718050.8375254,15200,UKI-NORTHGRID-SHEF-HEP7,Capacity
1590473640.8078969,38880,UKI-NORTHGRID-LIV-HEP3,UKI-SOUTHGRID-BHAM-HEP
1531508603.993208,18048,UKI-LT2-RH,UKI-LT2-IC-HEP
1565885157.3554223,28288,UKI-NORTHGRID-LIV-HEP3,RAL-LCG2
1623321008.931454,24384,UKI-LT2-QMUL4,UKI-NORTHGRID-MAN-HEP
1549672133.4823368,22080,UKI-LT2-QMUL4,dirac
1540957180.3867493,18720,UKI-SOUTHGRID-RALPP5,UKI-SOUTHGRID-OX-HEP
1616487306.5644789,25024,UKI-NORTHGRID-LANCS-HEP7,gaia-dev
1565840722.281651,29824,UKI-SOUTHGRID-BRIS-HEP1,jintrac
1608663707.086124,6496,RAL-LCG211,gaia-prod
1581185137.941042,11072,RAL-LCG211,UKI-LT2-Brunel
1553777755.094038,27072,UK-CAM-CUMULUS47,UKI-LT2-RHUL
1582141892.8044865,40512,UKI-NORTHGRID-LIV-HEP3,EUCLID
1593308104.0818095,21760,ral-cloud244,casu
1534225421.1321385,34816,UKI-LT2-IC-HEP25,Capacity
1538754979.6930466,18176,UKI-NORTHGRID-LIV-HEP3,skatelescope.eu
1603683116.8700328,29472,UKI-SOUTHGRID-CAM-HEP,Allocation
1536945129.2880268,23296,ral-cloud244,LSST
1554585934.4269679,18080,UKI-NORTHGRID-SHEF-HEP7,EUCLID
1604209696.07757,9600,UKI-LT2-RH,CLF
1596942251.7321436,14880,RAL-LCG211,CCFE
1575878662.3323967,31648,UKI-NORTHGRID-SHEF-HEP7,lsst
1591243019.5849888,29472,UKI-SCOTGRID-ECDF2,UK-CAM-CUMULUS
1613487369.449706,34688,UKI-NORTHGRID-SHEF-HEP7,jintrac
1619716290.748042,4416,UKI-SCOTGRID-ECDF2,LSST
1587486610.3729947,5408,UK-CAM-CUMULUS47,UKI-NORTHGRID-LIV-HEP
1595316030.715358,14592,UKI-NORTHGRID-LANCS-HEP7,lz
1561183044.181917,27424,UKI-SCOTGRID-GLASGOW4,UKI-NORTHGRID-LIV-HEP
1604831895.7387438,16256,UKI-NORTHGRID-LIV-HEP3,RAL-LCG2
1599196780.874671,35104,UKI-SOUTHGRID-BHAM-HEP,gaia
1550224080.8800304,6048,UKI-NORTHGRID-LANCS-HEP7,UKI-SOUTHGRID-BHAM-HEP
1560586432.5207636,25440,UKI-NORTHGRID-LANCS-HEP7,eMERLIN
1589773123.3123846,29760,ral-cloud244,casu
1604726326.9793243,26112,UKI-NORTHGRID-SHEF-HEP7,gaia-dev
1540337332.912249,39040,UKI-LT2-IC-HEP25,vcycle
1611457291.1481786,3456,UKI-SCOTGRID-GLASGOW4,AENEAS
1615820397.7284691,36352,UKI-SOUTHGRID-BHAM-HEP,UKI-LT2-IC-HEP
1603358811.730291,480,UKI-SOUTHGRID-OX-HEP2,ISIS
1556042007.3978457,41248,UKI-NORTHGRID-LIV-HEP3,ral-cloud
1560864621.3575976,9696,UKI-SOUTHGRID-BHAM-HEP,Diamond
1588359042.1457138,6368,UKI-SCOTGRID-ECDF2,gaia-dev
1553666192.394546,24864,UKI-NORTHGRID-LIV-HEP3,LSST
1554357580.544827,39136,UKI-SOUTHGRID-RALPP5,jintrac
1569329235.979001,22528,UKI-SCOTGRID-GLASGOW4,jintrac
1547761209.351662,31968,UKI-SOUTHGRID-BHAM-HEP,gaia-dev
1556555899.2013428,18912,UKI-SOUTHGRID-CAM-HEP,CLF
1546163042.028282,7808,UKI-LT2-QMUL4,UKI-SOUTHGRID-BRIS-HEP
1563078959.0196433,11872,UKI-SOUTHGRID-BHAM-HEP,UKI-LT2-IC-HEP
1589127670.1326892,40416,UKI-NORTHGRID-LIV-HEP3,UKI-LT2-IC-HEP
1614670831.808955,13728,UKI-LT2-Brunel9,Allocation
1559506025.7560344,1600,UKI-NORTHGRID-MAN-HEP14,gaia-test
1589626339.868482,9984,UKI-SCOTGRID-ECDF2,lz
1541477361.9626217,928,UKI-SOUTHGRID-CAM-HEP,ISIS
1566891291.3282158,13984,UK-CAM-CUMULUS47,eMERLIN
1540479625.6524656,17408,UK-CAM-CUMULUS47,RAL-LCG2
1551490353.294419,34272,UKI-LT2-RH,UKI-SOUTHGRID-RALPP
1535251064.6607158,1728,UK-CAM-CUMULUS47,UKI-SOUTHGRID-CAM-HEP
1578422140.4912457,5472,UKI-LT2-RH,UKI-SOUTHGRID-BHAM-HEP
1539616366.708417,2656,UKI-NORTHGRID-MAN-HEP14,ISIS
1578855776.443533,16320,ral-cloud244,UKI-SOUTHGRID-BHAM-HEP
